timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-15T09:48:22,carbon footprint of Gatys,b2608c1f-177f-4ff0-858b-2d5a2b64f37e,209.22284197807312,0.0007887580480137225,3.769942328268276e-06,42.5,148.7983144294168,11.654650211334229,0.0024699798151850702,0.008557107123458252,0.0006772912779128825,0.011704378216556201,France,FRA,nouvelle-aquitaine,,,Linux-6.2.0-37-generic-x86_64-with-glibc2.35,3.10.12,2.3.2,16,Intel(R) Xeon(R) W-1270 CPU @ 3.40GHz,1,1 x NVIDIA GeForce RTX 3060,-0.5806,44.8412,31.07906723022461,machine,N,1.0
